Class,Alcohol,Malic acid, Ash, Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1,14.23,1.71,2.43,15.6,127,2.8,3.06,.28,2.29,5.64,1.04,3.92,1065,7,0.27,0.36,20.7,45,45,170,1001,3,0.45,8.8,6
1,13.2,1.78,2.14,11.2,100,2.65,2.76,.26,1.28,4.38,1.05,3.4,1050,6.3,0.3,0.34,1.6,49,14,132,994,3.3,0.49,9.5,6
1,13.16,2.36,2.67,18.6,101,2.8,3.24,.3,2.81,5.68,1.03,3.17,1185,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
1,14.37,1.95,2.5,16.8,113,3.85,3.49,.24,2.18,7.8,.86,3.45,1480,7.2,0.23,0.32,8.5,58,47,186,0.9956,3.19,0.4,9.9,6
1,13.24,2.59,2.87,21,118,2.8,2.69,.39,1.82,4.32,1.04,2.93,735,7.2,0.23,0.32,8.5,58,47,186,0.9956,3.19,0.4,9.9,6
1,14.2,1.76,2.45,15.2,112,3.27,3.39,.34,1.97,6.75,1.05,2.85,1450,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
1,14.39,1.87,2.45,14.6,96,2.5,2.52,.3,1.98,5.25,1.02,3.58,1290,6.2,0.32,0.16,7,45,30,136,0.9949,3.18,0.47,9.6,6
1,14.06,2.15,2.61,17.6,121,2.6,2.51,.31,1.25,5.05,1.06,3.58,1295,7,0.27,0.36,20.7,45,45,170,1001,3,0.45,8.8,6
1,14.83,1.64,2.17,14,97,2.8,2.98,.29,1.98,5.2,1.08,2.85,1045,6.3,0.3,0.34,1.6,49,14,132,994,3.3,0.49,9.5,6
1,13.86,1.35,2.27,16,98,2.98,3.15,.22,1.85,7.22,1.01,3.55,1045,8.1,0.22,0.43,1.5,44,28,129,0.9938,3.22,0.45,11,6
1,14.1,2.16,2.3,18,105,2.95,3.32,.22,2.38,5.75,1.25,3.17,1510,8.1,0.27,0.41,1.45,33,11,63,0.9908,2.99,0.56,12,5
1,14.12,1.48,2.32,16.8,95,2.2,2.43,.26,1.57,5,1.17,2.82,1280,8.6,0.23,0.4,4.2,35,17,109,0.9947,3.14,0.53,9.7,5
1,13.75,1.73,2.41,16,89,2.6,2.76,.29,1.81,5.6,1.15,2.9,1320,7.9,0.18,0.37,1.2,0.04,16,75,992,3.18,0.63,10.8,5
1,14.75,1.73,2.39,11.4,91,3.1,3.69,.43,2.81,5.4,1.25,2.73,1150,6.6,0.16,0.4,1.5,44,48,143,0.9912,3.54,0.52,12.4,7
1,14.38,1.87,2.38,12,102,3.3,3.64,.29,2.96,7.5,1.2,3,1547,8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,5
1,13.63,1.81,2.7,17.2,112,2.85,2.91,.3,1.46,7.3,1.28,2.88,1310,6.6,0.17,0.38,1.5,32,28,112,0.9914,3.25,0.55,11.4,7
1,14.3,1.92,2.72,20,120,2.8,3.14,.33,1.97,6.2,1.07,2.65,1280,6.3,0.48,0.04,1.1,46,30,99,0.9928,3.24,0.36,9.6,6
1,13.83,1.57,2.62,20,115,2.95,3.4,.4,1.72,6.6,1.13,2.57,1130,6.2,0.66,0.48,1.2,29,29,75,0.9892,3.33,0.39,12.8,8
1,14.19,1.59,2.48,16.5,108,3.3,3.93,.32,1.86,8.7,1.23,2.82,1680,7.4,0.34,0.42,1.1,33,17,171,0.9917,3.12,0.53,11.3,6
1,13.64,3.1,2.56,15.2,116,2.7,3.03,.17,1.66,5.1,.96,3.36,845,6.5,0.31,0.14,7.5,44,34,133,0.9955,3.22,0.5,9.5,5
1,14.06,1.63,2.28,16,126,3,3.17,.24,2.1,5.65,1.09,3.71,780,6.2,0.66,0.48,1.2,29,29,75,0.9892,3.33,0.39,12.8,8
1,12.93,3.8,2.65,18.6,102,2.41,2.41,.25,1.98,4.5,1.03,3.52,770,6.4,0.31,0.38,2.9,38,19,102,0.9912,3.17,0.35,11,7
1,13.71,1.86,2.36,16.6,101,2.61,2.88,.27,1.69,3.8,1.11,4,1035,6.8,0.26,0.42,1.7,49,41,122,993,3.47,0.48,10.5,8
1,12.85,1.6,2.52,17.8,95,2.48,2.37,.26,1.46,3.93,1.09,3.63,1015,7.6,0.67,0.14,1.5,74,25,168,0.9937,3.05,0.51,9.3,5
1,13.5,1.81,2.61,20,96,2.53,2.61,.28,1.66,3.52,1.12,3.82,845,6.6,0.27,0.41,1.3,52,16,142,0.9951,3.42,0.47,10,6
1,13.05,2.05,3.22,25,124,2.63,2.68,.47,1.92,3.58,1.13,3.2,830,7,0.25,0.32,9,46,56,245,0.9955,3.25,0.5,10.4,6
1,13.39,1.77,2.62,16.1,93,2.85,2.94,.34,1.45,4.8,.92,3.22,1195,6.9,0.24,0.35,1,52,35,146,993,3.45,0.44,10,6
1,13.3,1.72,2.14,17,94,2.4,2.19,.27,1.35,3.95,1.02,2.77,1285,7,0.28,0.39,8.7,51,32,141,0.9961,3.38,0.53,10.5,6
1,13.87,1.9,2.8,19.4,107,2.95,2.97,.37,1.76,4.5,1.25,3.4,915,7.4,0.27,0.48,1.1,47,17,132,0.9914,3.19,0.49,11.6,6
1,14.02,1.68,2.21,16,96,2.65,2.33,.26,1.98,4.7,1.04,3.59,1035,7.2,0.32,0.36,2,33,37,114,0.9906,3.1,0.71,12.3,7
1,13.73,1.5,2.7,22.5,101,3,3.25,.29,2.38,5.7,1.19,2.71,1285,8.5,0.24,0.39,10.4,44,20,142,0.9974,3.2,0.53,10,6
1,13.58,1.66,2.36,19.1,106,2.86,3.19,.22,1.95,6.9,1.09,2.88,1515,8.3,0.14,0.34,1.1,42,7,47,0.9934,3.47,0.4,10.2,6
1,13.68,1.83,2.36,17.2,104,2.42,2.69,.42,1.97,3.84,1.23,2.87,990,7.4,0.25,0.36,2.05,0.05,31,100,992,3.19,0.44,10.8,6
1,13.76,1.53,2.7,19.5,132,2.95,2.74,.5,1.35,5.4,1.25,3,1235,6.2,0.12,0.34,1.5,45,43,117,0.9939,3.42,0.51,9,6
1,13.51,1.8,2.65,19,110,2.35,2.53,.29,1.54,4.2,1.1,2.87,1095,5.8,0.27,0.2,14.95,44,22,179,0.9962,3.37,0.37,10.2,5
1,13.48,1.81,2.41,20.5,100,2.7,2.98,.26,1.86,5.1,1.04,3.47,920,7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5
1,13.28,1.64,2.84,15.5,110,2.6,2.68,.34,1.36,4.6,1.09,2.78,880,6.5,0.39,0.23,5.4,51,25,149,0.9934,3.24,0.35,10,5
1,13.05,1.65,2.55,18,98,2.45,2.43,.29,1.44,4.25,1.12,2.51,1105,7,0.33,0.32,1.2,53,38,138,0.9906,3.13,0.28,11.2,6
1,13.07,1.5,2.1,15.5,98,2.4,2.64,.28,1.37,3.7,1.18,2.69,1020,7.3,0.24,0.39,17.95,57,45,149,0.9999,3.21,0.36,8.6,5
1,14.22,3.99,2.51,13.2,128,3,3.04,.2,2.08,5.1,.89,3.53,760,7.3,0.24,0.39,17.95,57,45,149,0.9999,3.21,0.36,8.6,5
1,13.56,1.71,2.31,16.2,117,3.15,3.29,.34,2.34,6.13,.95,3.38,795,6.7,0.23,0.39,2.5,172,63,158,0.9937,3.11,0.36,9.4,6
1,13.41,3.84,2.12,18.8,90,2.45,2.68,.27,1.48,4.28,.91,3,1035,6.7,0.24,0.39,2.9,173,63,157,0.9937,3.1,0.34,9.4,6
1,13.88,1.89,2.59,15,101,3.25,3.56,.17,1.7,5.43,.88,3.56,1095,7,0.31,0.26,7.4,69,28,160,0.9954,3.13,0.46,9.8,6
1,13.24,3.98,2.29,17.5,103,2.64,2.63,.32,1.66,4.36,.82,3,680,6.6,0.24,0.27,1.4,57,33,152,0.9934,3.22,0.56,9.5,6
1,13.05,1.77,2.1,17,107,3,3,.28,2.03,5.04,.88,3.35,885,6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6
1,14.21,4.04,2.44,18.9,111,2.85,2.65,.3,1.25,5.24,.87,3.33,1080,7.4,0.18,0.31,1.4,58,38,167,0.9931,3.16,0.53,10,7
1,14.38,3.59,2.28,16,102,3.25,3.17,.27,2.19,4.9,1.04,3.44,1065,6.2,0.45,0.26,4.4,63,63,206,994,3.27,0.52,9.8,4
1,13.9,1.68,2.12,16,101,3.1,3.39,.21,2.14,6.1,.91,3.33,985,6.2,0.46,0.25,4.4,66,62,207,0.9939,3.25,0.52,9.8,5
1,14.1,2.02,2.4,18.8,103,2.75,2.92,.32,2.38,6.2,1.07,2.75,1060,7,0.31,0.26,7.4,69,28,160,0.9954,3.13,0.46,9.8,6
1,13.94,1.73,2.27,17.4,108,2.88,3.54,.32,2.08,8.90,1.12,3.1,1260,6.9,0.19,0.35,5,67,32,150,995,3.36,0.48,9.8,5
1,13.05,1.73,2.04,12.4,92,2.72,3.27,.17,2.91,7.2,1.12,2.91,1150,7.2,0.19,0.31,1.6,62,31,173,0.9917,3.35,0.44,11.7,6
1,13.83,1.65,2.6,17.2,94,2.45,2.99,.22,2.29,5.6,1.24,3.37,1265,6.6,0.25,0.29,1.1,68,39,124,0.9914,3.34,0.58,11,7
1,13.82,1.75,2.42,14,111,3.88,3.74,.32,1.87,7.05,1.01,3.26,1190,6.2,0.16,0.33,1.1,57,21,82,991,3.32,0.46,10.9,7
1,13.77,1.9,2.68,17.1,115,3,2.79,.39,1.68,6.3,1.13,2.93,1375,6.4,0.18,0.35,1,45,39,108,0.9911,3.31,0.35,10.9,6
1,13.74,1.67,2.25,16.4,118,2.6,2.9,.21,1.62,5.85,.92,3.2,1060,6.8,0.2,0.59,0.9,147,38,132,993,3.05,0.38,9.1,6
1,13.56,1.73,2.46,20.5,116,2.96,2.78,.2,2.45,6.25,.98,3.03,1120,6.9,0.25,0.35,1.3,39,29,191,0.9908,3.13,0.52,11,6
1,14.22,1.7,2.3,16.3,118,3.2,3,.26,2.03,6.38,.94,3.31,970,7.2,0.21,0.34,11.9,43,37,213,0.9962,3.09,0.5,9.6,6
1,13.29,1.97,2.68,16.8,102,3,3.23,.31,1.66,6,1.07,2.84,1270,6,0.19,0.26,12.4,48,50,147,0.9972,3.3,0.36,8.9,6
1,13.72,1.43,2.5,16.7,108,3.4,3.67,.19,2.04,6.8,.89,2.87,1285,6.6,0.38,0.15,4.6,44,25,78,0.9931,3.11,0.38,10.2,6
2,12.37,.94,1.36,10.6,88,1.98,.57,.28,.42,1.95,1.05,1.82,520,7.4,0.2,0.36,1.2,38,44,111,0.9926,3.36,0.34,9.9,6
2,12.33,1.1,2.28,16,101,2.05,1.09,.63,.41,3.27,1.25,1.67,680,6.8,0.22,0.24,4.9,92,30,123,0.9951,3.03,0.46,8.6,6
2,12.64,1.36,2.02,16.8,100,2.02,1.41,.53,.62,5.75,.98,1.59,450,6,0.19,0.26,12.4,48,50,147,0.9972,3.3,0.36,8.9,6
2,13.67,1.25,1.92,18,94,2.1,1.79,.32,.73,3.8,1.23,2.46,630,7,0.47,0.07,1.1,35,17,151,991,3.02,0.34,10.5,5
2,12.37,1.13,2.16,19,87,3.5,3.1,.19,1.87,4.45,1.22,2.87,420,6.6,0.38,0.15,4.6,44,25,78,0.9931,3.11,0.38,10.2,6
2,12.17,1.45,2.53,19,104,1.89,1.75,.45,1.03,2.95,1.45,2.23,355,7.2,0.24,0.27,1.4,38,31,122,0.9927,3.15,0.46,10.3,6
2,12.37,1.21,2.56,18.1,98,2.42,2.65,.37,2.08,4.6,1.19,2.3,678,6.2,0.35,0.03,1.2,64,29,120,0.9934,3.22,0.54,9.1,5
2,13.11,1.01,1.7,15,78,2.98,3.18,.26,2.28,5.3,1.12,3.18,502,6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7
2,12.37,1.17,1.92,19.6,78,2.11,2,.27,1.04,4.68,1.12,3.48,510,6.7,0.25,0.13,1.2,41,81,174,992,3.14,0.42,9.8,5
2,13.34,.94,2.36,17,110,2.53,1.3,.55,.42,3.17,1.02,1.93,750,6.7,0.23,0.31,2.1,46,30,96,0.9926,3.33,0.64,10.7,8
2,12.21,1.19,1.75,16.8,151,1.85,1.28,.14,2.5,2.85,1.28,3.07,718,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5
2,12.29,1.61,2.21,20.4,103,1.1,1.02,.37,1.46,3.05,.906,1.82,870,6.2,0.27,0.43,7.8,56,48,244,0.9956,3.1,0.51,9,6
2,13.86,1.51,2.67,25,86,2.95,2.86,.21,1.87,3.38,1.36,3.16,410,6.8,0.3,0.23,4.6,61,50.5,238.5,0.9958,3.32,0.6,9.5,5
2,13.49,1.66,2.24,24,87,1.88,1.84,.27,1.03,3.74,.98,2.78,472,6,0.27,0.28,4.8,63,31,201,0.9964,3.69,0.71,10,5
2,12.99,1.67,2.6,30,139,3.3,2.89,.21,1.96,3.35,1.31,3.5,985,8.6,0.23,0.46,1,54,9,72,0.9941,2.95,0.49,9.1,6
2,11.96,1.09,2.3,21,101,3.38,2.14,.13,1.65,3.21,.99,3.13,886,6.7,0.23,0.31,2.1,46,30,96,0.9926,3.33,0.64,10.7,8
2,11.66,1.88,1.92,16,97,1.61,1.57,.34,1.15,3.8,1.23,2.14,428,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5
2,13.03,.9,1.71,16,86,1.95,2.03,.24,1.46,4.6,1.19,2.48,392,7.1,0.18,0.36,1.4,43,31,87,0.9898,3.26,0.37,12.7,7
2,11.84,2.89,2.23,18,112,1.72,1.32,.43,.95,2.65,.96,2.52,500,7,0.32,0.34,1.3,42,20,69,0.9912,3.31,0.65,12,7
2,12.33,.99,1.95,14.8,136,1.9,1.85,.35,2.76,3.4,1.06,2.31,750,7.4,0.18,0.3,8.8,64,26,103,0.9961,2.94,0.56,9.3,5
2,12.7,3.87,2.4,23,101,2.83,2.55,.43,1.95,2.57,1.19,3.13,463,6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5
2,12,.92,2,19,86,2.42,2.26,.3,1.43,2.5,1.38,3.12,278,6.8,0.22,0.31,1.4,53,34,114,0.9929,3.39,0.77,10.6,6
2,12.72,1.81,2.2,18.8,86,2.2,2.53,.26,1.77,3.9,1.16,3.14,714,7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6
2,12.08,1.13,2.51,24,78,2,1.58,.4,1.4,2.2,1.31,2.72,630,7.1,0.34,0.2,6.1,63,47,164,0.9946,3.17,0.42,10,5
2,13.05,3.86,2.32,22.5,85,1.65,1.59,.61,1.62,4.8,.84,2.01,515,7.3,0.22,0.3,8.2,47,42,207,0.9966,3.33,0.46,9.5,6
2,11.84,.89,2.58,18,94,2.2,2.21,.22,2.35,3.05,.79,3.08,520,7.1,0.43,0.61,11.8,45,54,155,0.9974,3.11,0.45,8.7,5
2,12.67,.98,2.24,18,99,2.2,1.94,.3,1.46,2.62,1.23,3.16,450,7.1,0.44,0.62,11.8,44,52,152,0.9975,3.12,0.46,8.7,6
